family,threshold,support,tp,fp,tn,fn,precision,recall,f1,none_support,none_false_activation,none_false_activation_rate
got,0.45,14.0,6.0,3.0,120.0,8.0,0.4792,0.4286,0.4489,88.0,3.0,0.0341
got,0.5,14.0,4.6667,0.0,123.0,9.3333,0.6667,0.3333,0.4424,88.0,0.0,0.0
got,0.55,14.0,1.3333,0.0,123.0,12.6667,0.6667,0.0952,0.1621,88.0,0.0,0.0
got,0.6,14.0,0.3333,0.0,123.0,13.6667,0.3333,0.0238,0.0444,88.0,0.0,0.0
got,0.65,14.0,0.0,0.0,123.0,14.0,0.0,0.0,0.0,88.0,0.0,0.0
got,0.7,14.0,0.0,0.0,123.0,14.0,0.0,0.0,0.0,88.0,0.0,0.0
got,0.75,14.0,0.0,0.0,123.0,14.0,0.0,0.0,0.0,88.0,0.0,0.0
got,0.8,14.0,0.0,0.0,123.0,14.0,0.0,0.0,0.0,88.0,0.0,0.0
got,0.85,14.0,0.0,0.0,123.0,14.0,0.0,0.0,0.0,88.0,0.0,0.0
got,0.9,14.0,0.0,0.0,123.0,14.0,0.0,0.0,0.0,88.0,0.0,0.0
got,0.95,14.0,0.0,0.0,123.0,14.0,0.0,0.0,0.0,88.0,0.0,0.0
arrow,0.05,11.0,11.0,114.0,12.0,0.0,0.0884,1.0,0.1624,88.0,76.0,0.8636
arrow,0.1,11.0,11.0,98.0,28.0,0.0,0.104,1.0,0.188,88.0,63.3333,0.7197
arrow,0.15,11.0,11.0,79.3333,46.6667,0.0,0.1333,1.0,0.2334,88.0,50.0,0.5682
arrow,0.2,11.0,10.6667,63.3333,62.6667,0.3333,0.1719,0.9697,0.287,88.0,42.6667,0.4848
arrow,0.25,11.0,10.3333,53.0,73.0,0.6667,0.1945,0.9394,0.3149,88.0,37.6667,0.428
arrow,0.3,11.0,10.3333,41.6667,84.3333,0.6667,0.2284,0.9394,0.359,88.0,32.3333,0.3674
arrow,0.35,11.0,9.6667,26.0,100.0,1.3333,0.2939,0.8788,0.4324,88.0,18.6667,0.2121
arrow,0.4,11.0,8.6667,19.3333,106.6667,2.3333,0.3241,0.7879,0.455,88.0,13.0,0.1477
arrow,0.45,11.0,8.6667,14.6667,111.3333,2.3333,0.374,0.7879,0.5065,88.0,10.3333,0.1174
arrow,0.5,11.0,8.3333,7.0,119.0,2.6667,0.5702,0.7576,0.6411,88.0,3.0,0.0341
arrow,0.55,11.0,7.6667,6.6667,119.3333,3.3333,0.5627,0.697,0.6069,88.0,3.0,0.0341
arrow,0.6,11.0,5.3333,4.3333,121.6667,5.6667,0.6681,0.4848,0.5072,88.0,3.0,0.0341
arrow,0.65,11.0,4.0,1.0,125.0,7.0,0.5333,0.3636,0.4206,88.0,0.0,0.0
arrow,0.7,11.0,2.6667,1.0,125.0,8.3333,0.4722,0.2424,0.3058,88.0,0.0,0.0
arrow,0.75,11.0,2.3333,0.6667,125.3333,8.6667,0.5833,0.2121,0.2661,88.0,0.0,0.0
arrow,0.8,11.0,1.3333,0.6667,125.3333,9.6667,0.2222,0.1212,0.1569,88.0,0.0,0.0
arrow,0.85,11.0,0.3333,0.3333,125.6667,10.6667,0.1667,0.0303,0.0513,88.0,0.0,0.0
arrow,0.9,11.0,0.3333,0.3333,125.6667,10.6667,0.1667,0.0303,0.0513,88.0,0.0,0.0
arrow,0.95,11.0,0.0,0.0,126.0,11.0,0.0,0.0,0.0,88.0,0.0,0.0
